GTOD,GATG,GHTG,SESI,SGNM,SEWN,GDAT,SEST,SEWT,,,
1200,12,43,4,42,6,2,0,6,,Boise State,Louisiana Tech
1200,93,94,4,43,6,2,0,6,,Texas A&M,Texas Tech
1200,36,52,4,44,6,2,0,6,,Indiana,Michigan State
1200,106,55,4,45,6,2,0,6,,Vanderbilt,Mississippi State
1200,104,74,4,46,6,2,0,6,,Utah State,Oregon
1200,32,97,4,47,6,2,0,6,,Hawaii,Tulsa
1200,69,66,4,48,6,2,0,6,,Ohio,Northern Illinois
1200,21,47,4,49,6,2,0,6,,Clemson,Maryland
1200,23,16,4,0,7,0,0,7,,Colorado State,BYU
1200,89,144,4,1,7,1,0,7,,TCU,USF
750,42,84,4,2,7,2,0,7,,Kentucky,South Carolina
750,52,35,4,3,7,2,0,7,,Michigan State,Illinois
750,29,32,4,4,7,2,0,7,,Fresno State,Hawaii
750,14,113,4,5,7,2,0,7,,Bowling Green,Western Michigan
750,97,12,4,6,7,2,0,7,,Tulsa,Boise State
750,65,86,4,7,7,2,0,7,,UL Monroe,UL Lafayette
750,11,93,4,8,7,2,0,7,,Baylor,Texas A&M
750,40,72,4,9,7,2,0,7,,Kansas State,Oklahoma State
750,41,46,4,10,7,2,0,7,,Kent State,Marshall
750,10,100,4,11,7,2,0,7,,Ball State,Connecticut
750,83,82,4,12,7,2,0,7,,SMU,San Jose State
750,71,92,4,13,7,2,0,7,,Oklahoma,Texas
750,88,108,4,14,7,2,0,7,,Syracuse,Virginia Tech
750,107,21,4,15,7,2,0,7,,Virginia,Clemson
750,49,28,4,16,7,2,0,7,,Miami,Florida State
750,87,102,4,17,7,2,0,7,,Stanford,USC
750,99,4,4,18,7,2,0,7,,UCLA,Arizona
930,15,50,4,19,7,2,0,7,,Buffalo,Miami University
930,106,62,4,20,7,2,0,7,,Vanderbilt,North Carolina
930,66,19,4,21,7,2,0,7,,Northern Illinois,Central Michigan
930,24,47,4,22,7,2,0,7,,Duke,Maryland
930,30,91,4,23,7,2,0,7,,Georgia,Tennessee
930,101,1,4,24,7,2,0,7,,UNLV,Air Force
930,70,114,4,25,7,2,0,7,,Ohio State,Wisconsin
930,61,53,4,26,7,2,0,7,,New Mexico State,Mid Tenn State
930,33,96,4,27,7,2,0,7,,Houston,Tulane
930,81,103,4,28,7,2,0,7,,San Diego State,Utah
1080,76,78,4,29,7,2,0,7,,Penn State,Purdue
1080,7,3,4,30,7,2,0,7,,Arkansas State,Alabama
1080,39,22,4,31,7,2,0,7,,Kansas,Colorado
1080,38,94,4,32,7,2,0,7,,Iowa State,Texas Tech
1080,73,63,4,33,7,2,0,7,,Ole Miss,NC State
1080,26,95,4,34,7,2,0,7,,Eastern Michigan,Toledo
1080,27,45,4,35,7,2,0,7,,Florida,LSU
1080,64,34,4,36,7,2,0,7,,North Texas,Idaho
1080,51,54,4,37,7,2,0,7,,Michigan,Minnesota
1200,74,5,4,38,7,2,0,7,,Oregon,Arizona State
1200,2,85,4,39,7,2,0,7,,Akron,Southern Miss
1200,31,109,4,40,7,2,0,7,,Georgia Tech,Wake Forest
1200,13,90,4,41,7,2,0,7,,Boston College,Temple
1200,143,25,4,42,7,2,0,7,,Troy,ECU
1200,20,98,4,43,7,2,0,7,,Cincinnati,UAB
1200,80,112,4,44,7,2,0,7,,Rutgers,West Virginia
1200,8,44,4,45,7,2,0,7,,Army,Louisville
1200,18,69,4,46,7,2,0,7,,UCF,Ohio
1200,9,6,4,47,7,2,0,7,,Auburn,Arkansas
1200,43,105,4,48,7,2,0,7,,Louisiana Tech,UTEP
1200,67,36,4,49,7,2,0,7,,Northwestern,Indiana
1200,58,56,4,50,7,2,0,7,,Nebraska,Missouri
1200,1,23,4,0,8,0,0,8,,Air Force,Colorado State
750,104,64,4,1,8,2,0,8,,Utah State,North Texas
750,13,88,4,2,8,2,0,8,,Boston College,Syracuse
750,110,75,4,3,8,2,0,8,,Washington,Oregon State
750,77,80,4,4,8,2,0,8,,Pittsburgh,Rutgers
750,22,40,4,5,8,2,0,8,,Colorado,Kansas State
750,109,24,4,6,8,2,0,8,,Wake Forest,Duke
750,18,2,4,7,8,2,0,8,,UCF,Akron
750,12,83,4,8,8,2,0,8,,Boise State,SMU
750,28,107,4,9,8,2,0,8,,Florida State,Virginia
750,52,54,4,10,8,2,0,8,,Michigan State,Minnesota
750,21,63,4,11,8,2,0,8,,Clemson,NC State
750,3,73,4,12,8,2,0,8,,Alabama,Ole Miss
750,67,42,4,13,8,2,0,8,,Northwestern,Kentucky
750,57,79,4,14,8,2,0,8,,Navy,Rice
930,56,71,4,15,8,2,0,8,,Missouri,Oklahoma
930,25,8,4,16,8,2,0,8,,ECU,Army
930,98,89,4,17,8,2,0,8,,UAB,TCU
930,35,51,4,18,8,2,0,8,,Illinois,Michigan
930,55,9,4,19,8,2,0,8,,Mississippi State,Auburn
930,32,43,4,20,8,2,0,8,,Hawaii,Louisiana Tech
930,16,115,4,21,8,2,0,8,,BYU,Wyoming
930,96,44,4,22,8,2,0,8,,Tulane,Louisville
930,113,66,4,23,8,2,0,8,,Western Michigan,Northern Illinois
930,17,99,4,24,8,2,0,8,,Cal,UCLA
930,76,68,4,25,8,2,0,8,,Penn State,Notre Dame
930,30,106,4,26,8,2,0,8,,Georgia,Vanderbilt
930,82,31,4,27,8,2,0,8,,San Jose State,Georgia Tech
930,27,6,4,28,8,2,0,8,,Florida,Arkansas
1080,90,49,4,29,8,2,0,8,,Temple,Miami
1080,41,20,4,30,8,2,0,8,,Kent State,Cincinnati
1080,100,144,4,31,8,2,0,8,,Connecticut,USF
1080,95,19,4,32,8,2,0,8,,Toledo,Central Michigan
1080,37,70,4,33,8,2,0,8,,Iowa,Ohio State
1080,92,38,4,34,8,2,0,8,,Texas,Iowa State
1080,60,81,4,35,8,2,0,8,,New Mexico,San Diego State
1080,111,87,4,36,8,2,0,8,,Washington State,Stanford
1080,50,10,4,37,8,2,0,8,,Miami University,Ball State
1080,103,101,4,38,8,2,0,8,,Utah,UNLV
1200,34,7,4,39,8,2,0,8,,Idaho,Arkansas State
1200,78,114,4,40,8,2,0,8,,Purdue,Wisconsin
1200,94,72,4,41,8,2,0,8,,Texas Tech,Oklahoma State
1200,93,58,4,42,8,2,0,8,,Texas A&M,Nebraska
1200,14,26,4,43,8,2,0,8,,Bowling Green,Eastern Michigan
1200,59,97,4,44,8,2,0,8,,Nevada,Tulsa
1200,48,33,4,45,8,2,0,8,,Memphis,Houston
1200,61,86,4,46,8,2,0,8,,New Mexico State,UL Lafayette
1200,46,15,4,47,8,2,0,8,,Marshall,Buffalo
1200,11,39,4,48,8,2,0,8,,Baylor,Kansas
750,108,112,4,49,8,6,0,8,,Virginia Tech,West Virginia
930,47,31,4,0,9,0,0,9,,Maryland,Georgia Tech
750,106,84,4,1,9,2,0,9,,Vanderbilt,South Carolina
750,34,86,4,2,9,2,0,9,,Idaho,UL Lafayette
750,78,51,4,3,9,2,0,9,,Purdue,Michigan
750,50,41,4,4,9,2,0,9,,Miami University,Kent State
750,98,100,4,5,9,2,0,9,,UAB,Connecticut
750,94,56,4,6,9,2,0,9,,Texas Tech,Missouri
750,89,33,4,7,9,2,0,9,,TCU,Houston
750,9,45,4,8,9,2,0,9,,Auburn,LSU
750,109,28,4,9,9,2,0,9,,Wake Forest,Florida State
750,48,96,4,10,9,2,0,9,,Memphis,Tulane
750,39,40,4,11,9,2,0,9,,Kansas,Kansas State
750,115,81,4,12,9,2,0,9,,Wyoming,San Diego State
750,102,110,4,13,9,2,0,9,,USC,Washington
750,82,12,4,14,9,2,0,9,,San Jose State,Boise State
750,68,13,4,15,9,2,0,9,,Notre Dame,Boston College
750,105,32,4,16,9,2,0,9,,UTEP,Hawaii
750,75,111,4,17,9,2,0,9,,Oregon State,Washington State
750,91,3,4,18,9,2,0,9,,Tennessee,Alabama
930,76,37,4,19,9,2,0,9,,Penn State,Iowa
930,144,85,4,20,9,2,0,9,,USF,Southern Miss
930,6,73,4,21,9,2,0,9,,Arkansas,Ole Miss
930,60,103,4,22,9,2,0,9,,New Mexico,Utah
930,43,59,4,23,9,2,0,9,,Louisiana Tech,Nevada
930,44,25,4,24,9,2,0,9,,Louisville,ECU
930,69,15,4,25,9,2,0,9,,Ohio,Buffalo
930,83,97,4,26,9,2,0,9,,SMU,Tulsa
930,92,11,4,27,9,2,0,9,,Texas,Baylor
930,87,74,4,28,9,2,0,9,,Stanford,Oregon
930,64,53,4,29,9,2,0,9,,North Texas,Mid Tenn State
930,71,22,4,30,9,2,0,9,,Oklahoma,Colorado
930,79,29,4,31,9,2,0,9,,Rice,Fresno State
1080,95,10,4,32,9,2,0,9,,Toledo,Ball State
1080,7,104,4,33,9,2,0,9,,Arkansas State,Utah State
1080,114,67,4,34,9,2,0,9,,Wisconsin,Northwestern
1080,4,17,4,35,9,2,0,9,,Arizona,Cal
1080,55,42,4,36,9,2,0,9,,Mississippi State,Kentucky
1080,38,58,4,37,9,2,0,9,,Iowa State,Nebraska
1080,63,24,4,38,9,2,0,9,,NC State,Duke
1080,46,113,4,39,9,2,0,9,,Marshall,Western Michigan
1080,5,99,4,40,9,2,0,9,,Arizona State,UCLA
1080,72,93,4,41,9,2,0,9,,Oklahoma State,Texas A&M
1080,143,57,4,42,9,2,0,9,,Troy,Navy
1080,54,35,4,43,9,2,0,9,,Minnesota,Illinois
1200,66,14,4,44,9,2,0,9,,Northern Illinois,Bowling Green
1200,61,65,4,45,9,2,0,9,,New Mexico State,UL Monroe
1200,80,90,4,46,9,2,0,9,,Rutgers,Temple
1200,8,20,4,47,9,2,0,9,,Army,Cincinnati
1200,88,77,4,48,9,2,0,9,,Syracuse,Pittsburgh
1200,70,36,4,49,9,2,0,9,,Ohio State,Indiana
1200,16,101,4,50,9,2,0,9,,BYU,UNLV
1200,62,21,4,51,9,2,0,9,,North Carolina,Clemson
1200,19,18,4,52,9,2,0,9,,Central Michigan,UCF
750,106,81,4,0,10,2,0,10,,Vanderbilt,San Diego State
750,20,144,4,1,10,2,0,10,,Cincinnati,USF
750,53,104,4,2,10,2,0,10,,Mid Tenn State,Utah State
750,62,47,4,3,10,2,0,10,,North Carolina,Maryland
750,2,46,4,4,10,2,0,10,,Akron,Marshall
750,49,108,4,5,10,2,0,10,,Miami,Virginia Tech
750,38,56,4,6,10,2,0,10,,Iowa State,Missouri
750,107,63,4,7,10,2,0,10,,Virginia,NC State
750,74,110,4,8,10,2,0,10,,Oregon,Washington
750,70,76,4,9,10,2,0,10,,Ohio State,Penn State
750,65,100,4,10,10,2,0,10,,UL Monroe,Connecticut
750,101,60,4,11,10,2,0,10,,UNLV,New Mexico
930,4,75,4,12,10,2,0,10,,Arizona,Oregon State
930,103,1,4,13,10,2,0,10,,Utah,Air Force
930,30,27,4,14,10,2,0,10,,Georgia,Florida
930,143,86,4,15,10,2,0,10,,Troy,UL Lafayette
930,35,37,4,16,10,2,0,10,,Illinois,Iowa
930,8,98,4,17,10,2,0,10,,Army,UAB
930,67,78,4,18,10,2,0,10,,Northwestern,Purdue
930,21,109,4,19,10,2,0,10,,Clemson,Wake Forest
930,7,61,4,20,10,2,0,10,,Arkansas State,New Mexico State
1080,6,42,4,21,10,2,0,10,,Arkansas,Kentucky
1080,25,48,4,22,10,2,0,10,,ECU,Memphis
1080,29,83,4,23,10,2,0,10,,Fresno State,SMU
1080,77,13,4,24,10,2,0,10,,Pittsburgh,Boston College
1080,58,92,4,25,10,2,0,10,,Nebraska,Texas
1080,23,115,4,26,10,2,0,10,,Colorado State,Wyoming
1080,84,73,4,27,10,2,0,10,,South Carolina,Ole Miss
1080,39,93,4,28,10,2,0,10,,Kansas,Texas A&M
1080,72,71,4,29,10,2,0,10,,Oklahoma State,Oklahoma
1080,22,94,4,30,10,2,0,10,,Colorado,Texas Tech
1080,17,5,4,31,10,2,0,10,,Cal,Arizona State
1200,36,54,4,32,10,2,0,10,,Indiana,Minnesota
1200,26,19,4,33,10,2,0,10,,Eastern Michigan,Central Michigan
1200,111,102,4,34,10,2,0,10,,Washington State,USC
1200,59,79,4,35,10,2,0,10,,Nevada,Rice
1200,57,68,4,36,10,2,0,10,,Navy,Notre Dame
1200,99,87,4,37,10,2,0,10,,UCLA,Stanford
1200,97,105,4,38,10,2,0,10,,Tulsa,UTEP
1200,15,95,4,39,10,2,0,10,,Buffalo,Toledo
1200,51,52,4,40,10,2,0,10,,Michigan,Michigan State
1200,10,66,4,41,10,2,0,10,,Ball State,Northern Illinois
1200,11,40,4,42,10,2,0,10,,Baylor,Kansas State
1200,32,82,4,43,10,2,0,10,,Hawaii,San Jose State
750,44,89,4,44,10,5,0,10,,Louisville,TCU
1200,14,50,4,45,10,5,0,10,,Bowling Green,Miami University
750,68,16,4,0,11,0,0,11,,Notre Dame,BYU
930,23,60,4,1,11,1,0,11,,Colorado State,New Mexico
750,75,102,4,2,11,2,0,11,,Oregon State,USC
750,5,87,4,3,11,2,0,11,,Arizona State,Stanford
750,40,38,4,4,11,2,0,11,,Kansas State,Iowa State
750,45,57,4,5,11,2,0,11,,LSU,Navy
750,100,80,4,6,11,2,0,11,,Connecticut,Rutgers
750,58,39,4,7,11,2,0,11,,Nebraska,Kansas
750,73,9,4,8,11,2,0,11,,Ole Miss,Auburn
750,86,7,4,9,11,2,0,11,,UL Lafayette,Arkansas State
750,2,19,4,10,11,2,0,11,,Akron,Central Michigan
750,106,27,4,11,11,2,0,11,,Vanderbilt,Florida
930,76,67,4,12,11,2,0,11,,Penn State,Northwestern
930,96,98,4,13,11,2,0,11,,Tulane,UAB
930,82,105,4,14,11,2,0,11,,San Jose State,UTEP
930,66,15,4,15,11,2,0,11,,Northern Illinois,Buffalo
930,56,22,4,16,11,2,0,11,,Missouri,Colorado
930,28,21,4,17,11,2,0,11,,Florida State,Clemson
930,52,70,4,18,11,2,0,11,,Michigan State,Ohio State
930,114,54,4,19,11,2,0,11,,Wisconsin,Minnesota
930,31,24,4,20,11,2,0,11,,Georgia Tech,Duke
930,53,34,4,21,11,2,0,11,,Mid Tenn State,Idaho
930,37,78,4,22,11,2,0,11,,Iowa,Purdue
930,17,74,4,23,11,2,0,11,,Cal,Oregon
930,90,88,4,24,11,2,0,11,,Temple,Syracuse
930,81,101,4,25,11,2,0,11,,San Diego State,UNLV
930,112,13,4,26,11,2,0,11,,West Virginia,Boston College
1080,97,79,4,27,11,2,0,11,,Tulsa,Rice
1080,104,61,4,28,11,2,0,11,,Utah State,New Mexico State
1080,29,59,4,29,11,2,0,11,,Fresno State,Nevada
1080,94,11,4,30,11,2,0,11,,Texas Tech,Baylor
1080,144,25,4,31,11,2,0,11,,USF,ECU
1080,18,26,4,32,11,2,0,11,,UCF,Eastern Michigan
1080,92,72,4,33,11,2,0,11,,Texas,Oklahoma State
1080,99,111,4,34,11,2,0,11,,UCLA,Washington State
1080,8,1,4,35,11,2,0,11,,Army,Air Force
1080,85,33,4,36,11,2,0,11,,Southern Miss,Houston
1200,84,6,4,37,11,2,0,11,,South Carolina,Arkansas
1200,110,4,4,38,11,2,0,11,,Washington,Arizona
1200,93,71,4,39,11,2,0,11,,Texas A&M,Oklahoma
1200,108,77,4,40,11,2,0,11,,Virginia Tech,Pittsburgh
1200,64,65,4,41,11,2,0,11,,North Texas,UL Monroe
1200,83,43,4,42,11,2,0,11,,SMU,Louisiana Tech
1200,3,55,4,43,11,2,0,11,,Alabama,Mississippi State
1200,10,113,4,44,11,2,0,11,,Ball State,Western Michigan
1200,91,143,4,45,11,2,0,11,,Tennessee,Troy
1200,109,62,4,46,11,2,0,11,,Wake Forest,North Carolina
1200,35,36,4,47,11,2,0,11,,Illinois,Indiana
1200,41,69,4,48,11,2,0,11,,Kent State,Ohio
1200,46,50,4,49,11,6,0,11,,Marshall,Miami University
930,107,47,4,0,12,0,0,12,,Virginia,Maryland
750,11,71,4,1,12,2,0,12,,Baylor,Oklahoma
750,13,80,4,2,12,2,0,12,,Boston College,Rutgers
750,77,112,4,3,12,2,0,12,,Pittsburgh,West Virginia
750,32,59,4,4,12,2,0,12,,Hawaii,Nevada
750,74,99,4,5,12,2,0,12,,Oregon,UCLA
750,43,97,4,6,12,2,0,12,,Louisiana Tech,Tulsa
750,55,91,4,7,12,2,0,12,,Mississippi State,Tennessee
750,86,53,4,8,12,2,0,12,,UL Lafayette,Mid Tenn State
750,69,2,4,9,12,2,0,12,,Ohio,Akron
750,78,70,4,10,12,2,0,12,,Purdue,Ohio State
750,19,113,4,11,12,2,0,12,,Central Michigan,Western Michigan
750,82,29,4,12,12,2,0,12,,San Jose State,Fresno State
750,94,92,4,13,12,2,0,12,,Texas Tech,Texas
750,10,26,4,14,12,2,0,12,,Ball State,Eastern Michigan
750,33,8,4,15,12,2,0,12,,Houston,Army
750,7,64,4,16,12,2,0,12,,Arkansas State,North Texas
750,144,68,4,17,12,2,0,12,,USF,Notre Dame
750,20,89,4,18,12,2,0,12,,Cincinnati,TCU
750,115,103,4,19,12,2,0,12,,Wyoming,Utah
930,41,14,4,20,12,2,0,12,,Kent State,Bowling Green
930,108,90,4,21,12,2,0,12,,Virginia Tech,Temple
930,81,23,4,22,12,2,0,12,,San Diego State,Colorado State
930,22,38,4,23,12,2,0,12,,Colorado,Iowa State
930,27,84,4,24,12,2,0,12,,Florida,South Carolina
930,48,44,4,25,12,2,0,12,,Memphis,Louisville
930,105,12,4,26,12,2,0,12,,UTEP,Boise State
930,34,65,4,27,12,2,0,12,,Idaho,UL Monroe
930,63,28,4,28,12,2,0,12,,NC State,Florida State
930,36,76,4,29,12,2,0,12,,Indiana,Penn State
930,110,17,4,30,12,2,0,12,,Washington,Cal
930,24,21,4,31,12,2,0,12,,Duke,Clemson
1080,87,75,4,32,12,2,0,12,,Stanford,Oregon State
1080,100,16,4,33,12,2,0,12,,Connecticut,BYU
1080,54,37,4,34,12,2,0,12,,Minnesota,Iowa
1080,102,4,4,35,12,2,0,12,,USC,Arizona
1080,40,58,4,36,12,2,0,12,,Kansas State,Nebraska
1080,51,67,4,37,12,2,0,12,,Michigan,Northwestern
1080,45,3,4,38,12,2,0,12,,LSU,Alabama
1080,79,83,4,39,12,2,0,12,,Rice,SMU
1080,5,111,4,40,12,2,0,12,,Arizona State,Washington State
1080,42,106,4,41,12,2,0,12,,Kentucky,Vanderbilt
1200,62,31,4,42,12,2,0,12,,North Carolina,Georgia Tech
1200,96,85,4,43,12,2,0,12,,Tulane,Southern Miss
1200,1,60,4,44,12,2,0,12,,Air Force,New Mexico
1200,143,109,4,45,12,2,0,12,,Troy,Wake Forest
1200,66,95,4,46,12,2,0,12,,Northern Illinois,Toledo
1200,25,57,4,47,12,2,0,12,,ECU,Navy
1200,9,30,4,48,12,2,0,12,,Auburn,Georgia
1200,93,56,4,49,12,2,0,12,,Texas A&M,Missouri
1200,39,72,4,50,12,2,0,12,,Kansas,Oklahoma State
1200,52,114,4,51,12,2,0,12,,Michigan State,Wisconsin
1200,88,49,4,52,12,2,0,12,,Syracuse,Miami
1080,46,18,4,53,12,6,0,12,,Marshall,UCF
930,89,85,4,0,13,0,0,13,,TCU,Southern Miss
1200,4,5,4,1,13,0,0,13,,Arizona,Arizona State
1200,98,144,4,2,13,0,0,13,,UAB,USF
750,12,29,4,3,13,1,0,13,,Boise State,Fresno State
750,56,40,4,4,13,2,0,13,,Missouri,Kansas State
750,80,49,4,5,13,2,0,13,,Rutgers,Miami
750,106,91,4,6,13,2,0,13,,Vanderbilt,Tennessee
750,26,66,4,7,13,2,0,13,,Eastern Michigan,Northern Illinois
750,70,51,4,8,13,2,0,13,,Ohio State,Michigan
750,143,32,4,9,13,2,0,13,,Troy,Hawaii
750,2,86,4,10,13,2,0,13,,Akron,UL Lafayette
930,14,10,4,11,13,2,0,13,,Bowling Green,Ball State
930,76,52,4,12,13,2,0,13,,Penn State,Michigan State
930,31,107,4,13,13,2,0,13,,Georgia Tech,Virginia
930,111,110,4,14,13,2,0,13,,Washington State,Washington
930,53,7,4,15,13,2,0,13,,Mid Tenn State,Arkansas State
930,24,62,4,16,13,2,0,13,,Duke,North Carolina
930,17,87,4,17,13,2,0,13,,Cal,Stanford
930,72,11,4,18,13,2,0,13,,Oklahoma State,Baylor
930,3,9,4,19,13,2,0,13,,Alabama,Auburn
930,21,84,4,20,13,2,0,13,,Clemson,South Carolina
930,20,48,4,21,13,2,0,13,,Cincinnati,Memphis
1080,99,102,4,22,13,2,0,13,,UCLA,USC
1080,113,95,4,23,13,2,0,13,,Western Michigan,Toledo
1080,38,39,4,24,13,2,0,13,,Iowa State,Kansas
1080,45,73,4,25,13,2,0,13,,LSU,Ole Miss
1080,50,69,4,26,13,2,0,13,,Miami University,Ohio
1080,23,101,4,27,13,2,0,13,,Colorado State,UNLV
1080,78,36,4,28,13,2,0,13,,Purdue,Indiana
1080,112,88,4,29,13,2,0,13,,West Virginia,Syracuse
1080,97,82,4,30,13,2,0,13,,Tulsa,San Jose State
1080,15,41,4,31,13,2,0,13,,Buffalo,Kent State
1080,103,16,4,32,13,2,0,13,,Utah,BYU
1200,75,74,4,33,13,2,0,13,,Oregon State,Oregon
1200,25,96,4,34,13,2,0,13,,ECU,Tulane
1200,1,81,4,35,13,2,0,13,,Air Force,San Diego State
1200,77,90,4,36,13,2,0,13,,Pittsburgh,Temple
1200,33,44,4,37,13,2,0,13,,Houston,Louisville
1200,71,94,4,38,13,2,0,13,,Oklahoma,Texas Tech
1200,47,63,4,39,13,2,0,13,,Maryland,NC State
1200,55,6,4,40,13,2,0,13,,Mississippi State,Arkansas
1200,42,30,4,41,13,2,0,13,,Kentucky,Georgia
1200,105,79,4,42,13,2,0,13,,UTEP,Rice
1200,13,108,4,43,13,2,0,13,,Boston College,Virginia Tech
1200,104,34,4,44,13,2,0,13,,Utah State,Idaho
1200,67,35,4,45,13,2,0,13,,Northwestern,Illinois
1200,60,115,4,46,13,2,0,13,,New Mexico,Wyoming
1200,37,114,4,47,13,2,0,13,,Iowa,Wisconsin
930,64,61,4,48,13,5,0,13,,North Texas,New Mexico State
750,85,25,4,0,14,0,0,14,,Southern Miss,ECU
1200,73,55,4,1,14,0,0,14,,Ole Miss,Mississippi State
750,95,14,4,2,14,1,0,14,,Toledo,Bowling Green
930,92,93,4,3,14,1,0,14,,Texas,Texas A&M
930,50,18,4,4,14,1,0,14,,Miami University,UCF
1200,69,46,4,5,14,1,0,14,,Ohio,Marshall
750,30,31,4,6,14,2,0,14,,Georgia,Georgia Tech
750,86,104,4,7,14,2,0,14,,UL Lafayette,Utah State
750,98,33,4,8,14,2,0,14,,UAB,Houston
750,108,107,4,9,14,2,0,14,,Virginia Tech,Virginia
930,6,45,4,10,14,2,0,14,,Arkansas,LSU
930,58,22,4,11,14,2,0,14,,Nebraska,Colorado
930,79,43,4,12,14,2,0,14,,Rice,Louisiana Tech
930,59,12,4,13,14,2,0,14,,Nevada,Boise State
930,144,48,4,14,14,2,0,14,,USF,Memphis
1080,53,65,4,15,14,2,0,14,,Mid Tenn State,UL Monroe
1080,28,27,4,16,14,2,0,14,,Florida State,Florida
1080,91,42,4,17,14,2,0,14,,Tennessee,Kentucky
1080,102,68,4,18,14,2,0,14,,USC,Notre Dame
1080,29,105,4,19,14,2,0,14,,Fresno State,UTEP
1080,90,112,4,20,14,2,0,14,,Temple,West Virginia
1200,49,77,4,21,14,2,0,14,,Miami,Pittsburgh
1200,47,109,4,22,14,2,0,14,,Maryland,Wake Forest
1200,88,80,4,23,14,2,0,14,,Syracuse,Rutgers
1200,101,115,4,24,14,2,0,14,,UNLV,Wyoming
1200,44,20,4,25,14,2,0,14,,Louisville,Cincinnati
1080,57,8,4,0,15,2,0,15,,Navy,Army
1200,12,32,4,1,15,2,0,15,,Boise State,Hawaii
