GTOD,GATG,GHTG,SESI,SGNM,SEWN,GDAT,SEST,SEWT,,,
1200,20,45,1,51,3,2,0,3,,Cincinnati,LSU
1200,4,74,1,52,3,2,0,3,,Arizona,Oregon
1200,33,92,1,53,3,2,0,3,,Houston,Texas
1200,30,84,1,54,3,2,0,3,,Georgia,South Carolina
750,82,59,1,0,4,0,0,4,,San Jose State,Nevada
750,62,16,1,1,4,2,0,4,,North Carolina,BYU
750,25,50,1,2,4,2,0,4,,ECU,Miami University
750,18,23,1,3,4,2,0,4,,UCF,Colorado State
750,88,98,1,4,4,2,0,4,,Syracuse,UAB
750,83,66,1,5,4,2,0,4,,SMU,Northern Illinois
750,114,109,1,6,4,2,0,4,,Wisconsin,Wake Forest
750,144,90,1,7,4,2,0,4,,USF,Temple
750,4,44,1,8,4,2,0,4,,Arizona,Louisville
750,42,41,1,9,4,2,0,4,,Kentucky,Kent State
750,132,55,1,10,4,2,0,4,,Miss Valley State,Mississippi State
750,47,2,1,11,4,2,0,4,,Maryland,Akron
930,10,19,1,12,4,2,0,4,,Ball State,Central Michigan
930,92,103,1,13,4,2,0,4,,Texas,Utah
930,60,61,1,14,4,2,0,4,,New Mexico,New Mexico State
930,24,75,1,15,4,2,0,4,,Duke,Oregon State
930,1,115,1,16,4,2,0,4,,Air Force,Wyoming
930,45,30,1,17,4,2,0,4,,LSU,Georgia
930,113,56,1,18,4,2,0,4,,Western Michigan,Missouri
930,143,65,1,19,4,2,0,4,,Troy,UL Monroe
930,6,81,1,20,4,2,0,4,,Arkansas,San Diego State
930,53,36,1,21,4,2,0,4,,Mid Tenn State,Indiana
930,7,100,1,22,4,2,0,4,,Arkansas State,Connecticut
930,67,111,1,23,4,2,0,4,,Northwestern,Washington State
1080,99,89,1,24,4,2,0,4,,UCLA,TCU
1080,27,91,1,25,4,2,0,4,,Florida,Tennessee
1080,95,76,1,26,4,2,0,4,,Toledo,Penn State
1080,37,77,1,27,4,2,0,4,,Iowa,Pittsburgh
1080,68,52,1,28,4,2,0,4,,Notre Dame,Michigan State
1080,3,85,1,29,4,2,0,4,,Alabama,Southern Miss
1080,86,15,1,30,4,2,0,4,,UL Lafayette,Buffalo
1080,8,96,1,31,4,2,0,4,,Army,Tulane
1080,29,43,1,32,4,2,0,4,,Fresno State,Louisiana Tech
1080,80,58,1,33,4,2,0,4,,Rutgers,Nebraska
1080,73,79,1,34,4,2,0,4,,Ole Miss,Rice
1080,57,14,1,35,4,2,0,4,,Navy,Bowling Green
1080,26,84,1,36,4,2,0,4,,Eastern Michigan,South Carolina
1080,17,12,1,37,4,2,0,4,,Cal,Boise State
1080,108,106,1,38,4,2,0,4,,Virginia Tech,Vanderbilt
1200,63,34,1,39,4,2,0,4,,NC State,Idaho
1200,31,21,1,40,4,2,0,4,,Georgia Tech,Clemson
1200,70,40,1,41,4,2,0,4,,Ohio State,Kansas State
1200,94,5,1,42,4,2,0,4,,Texas Tech,Arizona State
1200,110,48,1,43,4,2,0,4,,Washington,Memphis
1200,51,20,1,44,4,2,0,4,,Michigan,Cincinnati
1200,54,72,1,45,4,2,0,4,,Minnesota,Oklahoma State
1200,39,104,1,46,4,2,0,4,,Kansas,Utah State
1200,13,49,1,47,4,2,0,4,,Boston College,Miami
1200,107,64,1,48,4,2,0,4,,Virginia,North Texas
1200,35,46,1,49,4,2,0,4,,Illinois,Marshall
1200,112,97,1,50,4,2,0,4,,West Virginia,Tulsa
1200,69,28,1,51,4,2,0,4,,Ohio,Florida State
750,63,62,1,0,5,2,0,5,,NC State,North Carolina
750,35,114,1,1,5,2,0,5,,Illinois,Wisconsin
750,15,2,1,2,5,2,0,5,,Buffalo,Akron
750,47,112,1,3,5,2,0,5,,Maryland,West Virginia
750,50,20,1,4,5,2,0,5,,Miami University,Cincinnati
750,14,78,1,5,5,2,0,5,,Bowling Green,Purdue
750,64,86,1,6,5,2,0,5,,North Texas,UL Lafayette
750,61,72,1,7,5,2,0,5,,New Mexico State,Oklahoma State
750,107,109,1,8,5,2,0,5,,Virginia,Wake Forest
750,39,56,1,9,5,2,0,5,,Kansas,Missouri
930,95,53,1,10,5,2,0,5,,Toledo,Mid Tenn State
930,46,101,1,11,5,2,0,5,,Marshall,UNLV
930,75,5,1,12,5,2,0,5,,Oregon State,Arizona State
930,58,115,1,13,5,2,0,5,,Nebraska,Wyoming
930,51,36,1,14,5,2,0,5,,Michigan,Indiana
930,88,22,1,15,5,2,0,5,,Syracuse,Colorado
930,143,44,1,16,5,2,0,5,,Troy,Louisville
930,85,11,1,17,5,2,0,5,,Southern Miss,Baylor
930,16,1,1,18,5,2,0,5,,BYU,Air Force
930,19,106,1,19,5,2,0,5,,Central Michigan,Vanderbilt
930,108,60,1,20,5,2,0,5,,Virginia Tech,New Mexico
930,104,65,1,21,5,2,0,5,,Utah State,UL Monroe
930,55,45,1,22,5,2,0,5,,Mississippi State,LSU
930,110,87,1,23,5,2,0,5,,Washington,Stanford
930,74,111,1,24,5,2,0,5,,Oregon,Washington State
930,76,54,1,25,5,2,0,5,,Penn State,Minnesota
1080,59,83,1,26,5,2,0,5,,Nevada,SMU
1080,24,28,1,27,5,2,0,5,,Duke,Florida State
1080,73,71,1,28,5,2,0,5,,Ole Miss,Oklahoma
1080,41,18,1,29,5,2,0,5,,Kent State,UCF
1080,49,68,1,30,5,2,0,5,,Miami,Notre Dame
1080,32,79,1,31,5,2,0,5,,Hawaii,Rice
1080,91,84,1,32,5,2,0,5,,Tennessee,South Carolina
1080,42,27,1,33,5,2,0,5,,Kentucky,Florida
1080,100,93,1,34,5,2,0,5,,Connecticut,Texas A&M
1080,69,113,1,35,5,2,0,5,,Ohio,Western Michigan
1200,70,67,1,36,5,2,0,5,,Ohio State,Northwestern
1200,8,144,1,37,5,2,0,5,,Army,USF
1200,94,9,1,38,5,2,0,5,,Texas Tech,Auburn
1200,21,82,1,39,5,2,0,5,,Clemson,San Jose State
1200,26,77,1,40,5,2,0,5,,Eastern Michigan,Pittsburgh
1200,3,6,1,41,5,2,0,5,,Alabama,Arkansas
1200,17,102,1,42,5,2,0,5,,Cal,USC
1200,29,57,1,43,5,2,0,5,,Fresno State,Navy
1200,23,103,1,44,5,2,0,5,,Colorado State,Utah
1200,89,13,1,45,5,2,0,5,,TCU,Boston College
1200,96,38,1,46,5,2,0,5,,Tulane,Iowa State
1200,10,90,1,47,5,2,0,5,,Ball State,Temple
1200,52,37,1,48,5,2,0,5,,Michigan State,Iowa
750,25,33,1,49,5,5,0,5,,ECU,Houston
750,49,112,1,0,6,0,0,6,,Miami,West Virginia
750,11,22,1,1,6,2,0,6,,Baylor,Colorado
750,92,40,1,2,6,2,0,6,,Texas,Kansas State
750,37,51,1,3,6,2,0,6,,Iowa,Michigan
750,78,35,1,4,6,2,0,6,,Purdue,Illinois
750,59,101,1,5,6,2,0,6,,Nevada,UNLV
750,38,71,1,6,6,2,0,6,,Iowa State,Oklahoma
750,5,102,1,7,6,2,0,6,,Arizona State,USC
750,111,4,1,8,6,2,0,6,,Washington State,Arizona
750,62,107,1,9,6,2,0,6,,North Carolina,Virginia
930,64,143,1,10,6,2,0,6,,North Texas,Troy
930,67,54,1,11,6,2,0,6,,Northwestern,Minnesota
930,97,32,1,12,6,2,0,6,,Tulsa,Hawaii
930,89,8,1,13,6,2,0,6,,TCU,Army
930,94,93,1,14,6,2,0,6,,Texas Tech,Texas A&M
930,31,63,1,15,6,2,0,6,,Georgia Tech,NC State
930,47,21,1,16,6,2,0,6,,Maryland,Clemson
930,80,108,1,17,6,2,0,6,,Rutgers,Virginia Tech
930,81,16,1,18,6,2,0,6,,San Diego State,BYU
1080,7,65,1,19,6,2,0,6,,Arkansas State,UL Monroe
1080,84,45,1,20,6,2,0,6,,South Carolina,LSU
1080,17,75,1,21,6,2,0,6,,Cal,Oregon State
1080,99,110,1,22,6,2,0,6,,UCLA,Washington
1080,48,98,1,23,6,2,0,6,,Memphis,UAB
1080,57,1,1,24,6,2,0,6,,Navy,Air Force
1080,30,3,1,25,6,2,0,6,,Georgia,Alabama
1080,14,19,1,26,6,2,0,6,,Bowling Green,Central Michigan
1080,100,24,1,27,6,2,0,6,,Connecticut,Duke
1080,60,39,1,28,6,2,0,6,,New Mexico,Kansas
1080,87,68,1,29,6,2,0,6,,Stanford,Notre Dame
1080,144,44,1,30,6,2,0,6,,USF,Louisville
1080,55,106,1,31,6,2,0,6,,Mississippi State,Vanderbilt
1080,18,15,1,32,6,2,0,6,,UCF,Buffalo
1200,52,36,1,33,6,2,0,6,,Michigan State,Indiana
1200,41,10,1,34,6,2,0,6,,Kent State,Ball State
1200,83,105,1,35,6,2,0,6,,SMU,UTEP
1200,26,113,1,36,6,2,0,6,,Eastern Michigan,Western Michigan
1200,79,82,1,37,6,2,0,6,,Rice,San Jose State
1200,43,12,1,38,6,2,0,6,,Louisiana Tech,Boise State
1200,20,85,1,39,6,2,0,6,,Cincinnati,Southern Miss
1200,76,114,1,40,6,2,0,6,,Penn State,Wisconsin
1200,66,69,1,41,6,2,0,6,,Northern Illinois,Ohio
1200,50,2,1,42,6,2,0,6,,Miami University,Akron
1200,74,56,1,43,6,2,0,6,,Oregon,Missouri
1200,9,91,1,44,6,2,0,6,,Auburn,Tennessee
1200,27,73,1,45,6,2,0,6,,Florida,Ole Miss
1200,61,34,1,46,6,2,0,6,,New Mexico State,Idaho
1080,16,23,1,0,7,0,0,7,,BYU,Colorado State
930,144,89,1,1,7,1,0,7,,USF,TCU
750,34,64,1,2,7,2,0,7,,Idaho,North Texas
750,47,24,1,3,7,2,0,7,,Maryland,Duke
750,108,88,1,4,7,2,0,7,,Virginia Tech,Syracuse
750,103,81,1,5,7,2,0,7,,Utah,San Diego State
750,12,97,1,6,7,2,0,7,,Boise State,Tulsa
750,102,87,1,7,7,2,0,7,,USC,Stanford
750,106,63,1,8,7,2,0,7,,Vanderbilt,NC State
750,90,13,1,9,7,2,0,7,,Temple,Boston College
750,98,20,1,10,7,2,0,7,,UAB,Cincinnati
750,112,80,1,11,7,2,0,7,,West Virginia,Rutgers
750,45,27,1,12,7,2,0,7,,LSU,Florida
750,36,67,1,13,7,2,0,7,,Indiana,Northwestern
750,53,61,1,14,7,2,0,7,,Mid Tenn State,New Mexico State
750,4,99,1,15,7,2,0,7,,Arizona,UCLA
930,93,11,1,16,7,2,0,7,,Texas A&M,Baylor
930,143,3,1,17,7,2,0,7,,Troy,Alabama
930,5,74,1,18,7,2,0,7,,Arizona State,Oregon
930,82,83,1,19,7,2,0,7,,San Jose State,SMU
930,7,17,1,20,7,2,0,7,,Arkansas State,Cal
930,109,31,1,21,7,2,0,7,,Wake Forest,Georgia Tech
930,115,104,1,22,7,2,0,7,,Wyoming,Utah State
930,95,26,1,23,7,2,0,7,,Toledo,Eastern Michigan
930,86,65,1,24,7,2,0,7,,UL Lafayette,UL Monroe
930,28,49,1,25,7,2,0,7,,Florida State,Miami
930,94,38,1,26,7,2,0,7,,Texas Tech,Iowa State
930,62,48,1,27,7,2,0,7,,North Carolina,Memphis
1080,78,76,1,28,7,2,0,7,,Purdue,Penn State
1080,96,33,1,29,7,2,0,7,,Tulane,Houston
1080,19,66,1,30,7,2,0,7,,Central Michigan,Northern Illinois
1080,59,25,1,31,7,2,0,7,,Nevada,ECU
1080,21,107,1,32,7,2,0,7,,Clemson,Virginia
1080,114,70,1,33,7,2,0,7,,Wisconsin,Ohio State
1080,72,40,1,34,7,2,0,7,,Oklahoma State,Kansas State
1080,69,18,1,35,7,2,0,7,,Ohio,UCF
1080,22,39,1,36,7,2,0,7,,Colorado,Kansas
1080,105,43,1,37,7,2,0,7,,UTEP,Louisiana Tech
1080,54,51,1,38,7,2,0,7,,Minnesota,Michigan
1080,6,9,1,39,7,2,0,7,,Arkansas,Auburn
1080,44,8,1,40,7,2,0,7,,Louisville,Army
1080,1,101,1,41,7,2,0,7,,Air Force,UNLV
1200,92,71,1,42,7,2,0,7,,Texas,Oklahoma
1200,91,30,1,43,7,2,0,7,,Tennessee,Georgia
1200,35,52,1,44,7,2,0,7,,Illinois,Michigan State
1200,46,41,1,45,7,2,0,7,,Marshall,Kent State
1200,68,100,1,46,7,2,0,7,,Notre Dame,Connecticut
1200,32,29,1,47,7,2,0,7,,Hawaii,Fresno State
1200,56,58,1,48,7,2,0,7,,Missouri,Nebraska
1200,113,14,1,49,7,2,0,7,,Western Michigan,Bowling Green
1200,84,42,1,50,7,2,0,7,,South Carolina,Kentucky
1200,50,15,1,51,7,2,0,7,,Miami University,Buffalo
750,23,1,1,0,8,0,0,8,,Colorado State,Air Force
750,66,113,1,1,8,2,0,8,,Northern Illinois,Western Michigan
750,115,16,1,2,8,2,0,8,,Wyoming,BYU
750,99,17,1,3,8,2,0,8,,UCLA,Cal
750,82,67,1,4,8,2,0,8,,San Jose State,Northwestern
750,75,110,1,5,8,2,0,8,,Oregon State,Washington
750,10,50,1,6,8,2,0,8,,Ball State,Miami University
750,2,18,1,7,8,2,0,8,,Akron,UCF
750,87,111,1,8,8,2,0,8,,Stanford,Washington State
750,64,104,1,9,8,2,0,8,,North Texas,Utah State
750,80,77,1,10,8,2,0,8,,Rutgers,Pittsburgh
750,6,27,1,11,8,2,0,8,,Arkansas,Florida
930,51,35,1,12,8,2,0,8,,Michigan,Illinois
930,8,25,1,13,8,2,0,8,,Army,ECU
930,44,96,1,14,8,2,0,8,,Louisville,Tulane
930,49,90,1,15,8,2,0,8,,Miami,Temple
930,15,46,1,16,8,2,0,8,,Buffalo,Marshall
930,83,12,1,17,8,2,0,8,,SMU,Boise State
930,97,59,1,18,8,2,0,8,,Tulsa,Nevada
930,40,22,1,19,8,2,0,8,,Kansas State,Colorado
930,73,3,1,20,8,2,0,8,,Ole Miss,Alabama
930,57,31,1,21,8,2,0,8,,Navy,Georgia Tech
930,88,13,1,22,8,2,0,8,,Syracuse,Boston College
930,9,55,1,23,8,2,0,8,,Auburn,Mississippi State
1080,63,21,1,24,8,2,0,8,,NC State,Clemson
1080,70,37,1,25,8,2,0,8,,Ohio State,Iowa
1080,107,28,1,26,8,2,0,8,,Virginia,Florida State
1080,72,94,1,27,8,2,0,8,,Oklahoma State,Texas Tech
1080,24,109,1,28,8,2,0,8,,Duke,Wake Forest
1080,54,52,1,29,8,2,0,8,,Minnesota,Michigan State
1080,81,60,1,30,8,2,0,8,,San Diego State,New Mexico
1080,26,14,1,31,8,2,0,8,,Eastern Michigan,Bowling Green
1080,19,95,1,32,8,2,0,8,,Central Michigan,Toledo
1200,106,30,1,33,8,2,0,8,,Vanderbilt,Georgia
1200,43,32,1,34,8,2,0,8,,Louisiana Tech,Hawaii
1200,114,78,1,35,8,2,0,8,,Wisconsin,Purdue
1200,4,105,1,36,8,2,0,8,,Arizona,UTEP
1200,71,56,1,37,8,2,0,8,,Oklahoma,Missouri
1200,89,98,1,38,8,2,0,8,,TCU,UAB
1200,65,42,1,39,8,2,0,8,,UL Monroe,Kentucky
1200,74,69,1,40,8,2,0,8,,Oregon,Ohio
1200,101,103,1,41,8,2,0,8,,UNLV,Utah
1200,100,143,1,42,8,2,0,8,,Connecticut,Troy
1200,86,61,1,43,8,2,0,8,,UL Lafayette,New Mexico State
1200,58,93,1,44,8,2,0,8,,Nebraska,Texas A&M
1200,39,11,1,45,8,2,0,8,,Kansas,Baylor
1200,33,48,1,46,8,2,0,8,,Houston,Memphis
1200,38,92,1,47,8,2,0,8,,Iowa State,Texas
1200,53,45,1,48,8,2,0,8,,Mid Tenn State,LSU
1200,7,34,1,49,8,2,0,8,,Arkansas State,Idaho
930,112,108,1,50,8,6,0,8,,West Virginia,Virginia Tech
930,31,47,1,0,9,0,0,9,,Georgia Tech,Maryland
750,77,88,1,1,9,2,0,9,,Pittsburgh,Syracuse
750,37,76,1,2,9,2,0,9,,Iowa,Penn State
750,104,7,1,3,9,2,0,9,,Utah State,Arkansas State
750,101,16,1,4,9,2,0,9,,UNLV,BYU
750,11,92,1,5,9,2,0,9,,Baylor,Texas
750,103,60,1,6,9,2,0,9,,Utah,New Mexico
750,3,91,1,7,9,2,0,9,,Alabama,Tennessee
750,90,80,1,8,9,2,0,9,,Temple,Rutgers
750,84,106,1,9,9,2,0,9,,South Carolina,Vanderbilt
750,57,143,1,10,9,2,0,9,,Navy,Troy
750,35,54,1,11,9,2,0,9,,Illinois,Minnesota
750,81,115,1,12,9,2,0,9,,San Diego State,Wyoming
750,67,114,1,13,9,2,0,9,,Northwestern,Wisconsin
750,33,89,1,14,9,2,0,9,,Houston,TCU
750,36,70,1,15,9,2,0,9,,Indiana,Ohio State
930,2,107,1,16,9,2,0,9,,Akron,Virginia
930,93,72,1,17,9,2,0,9,,Texas A&M,Oklahoma State
930,111,75,1,18,9,2,0,9,,Washington State,Oregon State
930,10,95,1,19,9,2,0,9,,Ball State,Toledo
930,41,50,1,20,9,2,0,9,,Kent State,Miami University
930,110,102,1,21,9,2,0,9,,Washington,USC
930,15,69,1,22,9,2,0,9,,Buffalo,Ohio
930,28,109,1,23,9,2,0,9,,Florida State,Wake Forest
930,56,94,1,24,9,2,0,9,,Missouri,Texas Tech
930,29,79,1,25,9,2,0,9,,Fresno State,Rice
930,42,55,1,26,9,2,0,9,,Kentucky,Mississippi State
930,86,34,1,27,9,2,0,9,,UL Lafayette,Idaho
1080,18,19,1,28,9,2,0,9,,UCF,Central Michigan
1080,58,38,1,29,9,2,0,9,,Nebraska,Iowa State
1080,17,4,1,30,9,2,0,9,,Cal,Arizona
1080,65,61,1,31,9,2,0,9,,UL Monroe,New Mexico State
1080,113,46,1,32,9,2,0,9,,Western Michigan,Marshall
1080,20,8,1,33,9,2,0,9,,Cincinnati,Army
1080,59,43,1,34,9,2,0,9,,Nevada,Louisiana Tech
1080,13,68,1,35,9,2,0,9,,Boston College,Notre Dame
1080,51,78,1,36,9,2,0,9,,Michigan,Purdue
1080,21,62,1,37,9,2,0,9,,Clemson,North Carolina
1080,53,64,1,38,9,2,0,9,,Mid Tenn State,North Texas
1080,74,87,1,39,9,2,0,9,,Oregon,Stanford
1080,96,48,1,40,9,2,0,9,,Tulane,Memphis
1080,73,6,1,41,9,2,0,9,,Ole Miss,Arkansas
1080,22,71,1,42,9,2,0,9,,Colorado,Oklahoma
1080,99,5,1,43,9,2,0,9,,UCLA,Arizona State
1200,14,66,1,44,9,2,0,9,,Bowling Green,Northern Illinois
1200,24,63,1,45,9,2,0,9,,Duke,NC State
1200,32,105,1,46,9,2,0,9,,Hawaii,UTEP
1200,25,44,1,47,9,2,0,9,,ECU,Louisville
1200,85,144,1,48,9,2,0,9,,Southern Miss,USF
1200,97,83,1,49,9,2,0,9,,Tulsa,SMU
1200,12,82,1,50,9,2,0,9,,Boise State,San Jose State
1200,100,23,1,51,9,2,0,9,,Connecticut,Colorado State
1200,40,39,1,52,9,2,0,9,,Kansas State,Kansas
1200,45,9,1,53,9,2,0,9,,LSU,Auburn
750,33,9,1,0,10,2,0,10,,Houston,Auburn
750,105,97,1,1,10,2,0,10,,UTEP,Tulsa
750,108,49,1,2,10,2,0,10,,Virginia Tech,Miami
750,104,53,1,3,10,2,0,10,,Utah State,Mid Tenn State
750,82,32,1,4,10,2,0,10,,San Jose State,Hawaii
750,41,100,1,5,10,2,0,10,,Kent State,Connecticut
750,54,36,1,6,10,2,0,10,,Minnesota,Indiana
750,57,113,1,7,10,2,0,10,,Navy,Western Michigan
750,73,84,1,8,10,2,0,10,,Ole Miss,South Carolina
750,61,7,1,9,10,2,0,10,,New Mexico State,Arkansas State
750,42,6,1,10,10,2,0,10,,Kentucky,Arkansas
750,1,103,1,11,10,2,0,10,,Air Force,Utah
750,76,70,1,12,10,2,0,10,,Penn State,Ohio State
750,13,77,1,13,10,2,0,10,,Boston College,Pittsburgh
750,93,39,1,14,10,2,0,10,,Texas A&M,Kansas
750,115,23,1,15,10,2,0,10,,Wyoming,Colorado State
750,78,67,1,16,10,2,0,10,,Purdue,Northwestern
750,27,30,1,17,10,2,0,10,,Florida,Georgia
930,24,91,1,18,10,2,0,10,,Duke,Tennessee
930,98,8,1,19,10,2,0,10,,UAB,Army
930,102,111,1,20,10,2,0,10,,USC,Washington State
930,79,59,1,21,10,2,0,10,,Rice,Nevada
930,87,99,1,22,10,2,0,10,,Stanford,UCLA
930,19,26,1,23,10,2,0,10,,Central Michigan,Eastern Michigan
930,37,35,1,24,10,2,0,10,,Iowa,Illinois
930,40,11,1,25,10,2,0,10,,Kansas State,Baylor
930,83,29,1,26,10,2,0,10,,SMU,Fresno State
930,144,20,1,27,10,2,0,10,,USF,Cincinnati
930,5,17,1,28,10,2,0,10,,Arizona State,Cal
1080,85,28,1,29,10,2,0,10,,Southern Miss,Florida State
1080,95,15,1,30,10,2,0,10,,Toledo,Buffalo
1080,56,38,1,31,10,2,0,10,,Missouri,Iowa State
1080,75,4,1,32,10,2,0,10,,Oregon State,Arizona
1080,63,107,1,33,10,2,0,10,,NC State,Virginia
1080,71,72,1,34,10,2,0,10,,Oklahoma,Oklahoma State
1080,48,25,1,35,10,2,0,10,,Memphis,ECU
1080,34,81,1,36,10,2,0,10,,Idaho,San Diego State
1080,114,16,1,37,10,2,0,10,,Wisconsin,BYU
1080,94,22,1,38,10,2,0,10,,Texas Tech,Colorado
1200,66,10,1,39,10,2,0,10,,Northern Illinois,Ball State
1200,46,2,1,40,10,2,0,10,,Marshall,Akron
1200,60,101,1,41,10,2,0,10,,New Mexico,UNLV
1200,92,58,1,42,10,2,0,10,,Texas,Nebraska
1200,110,74,1,43,10,2,0,10,,Washington,Oregon
1200,96,43,1,44,10,2,0,10,,Tulane,Louisiana Tech
1200,109,21,1,45,10,2,0,10,,Wake Forest,Clemson
1200,52,51,1,46,10,2,0,10,,Michigan State,Michigan
1200,47,62,1,47,10,2,0,10,,Maryland,North Carolina
750,50,14,1,48,10,5,0,10,,Miami University,Bowling Green
930,89,44,1,49,10,5,0,10,,TCU,Louisville
750,60,23,1,0,11,1,0,11,,New Mexico,Colorado State
750,27,106,1,1,11,2,0,11,,Florida,Vanderbilt
750,87,5,1,2,11,2,0,11,,Stanford,Arizona State
750,69,41,1,3,11,2,0,11,,Ohio,Kent State
750,59,29,1,4,11,2,0,11,,Nevada,Fresno State
750,21,28,1,5,11,2,0,11,,Clemson,Florida State
750,57,32,1,6,11,2,0,11,,Navy,Hawaii
750,72,92,1,7,11,2,0,11,,Oklahoma State,Texas
750,111,99,1,8,11,2,0,11,,Washington State,UCLA
750,100,16,1,9,11,2,0,11,,Connecticut,BYU
750,26,18,1,10,11,2,0,11,,Eastern Michigan,UCF
750,102,75,1,11,11,2,0,11,,USC,Oregon State
750,13,112,1,12,11,2,0,11,,Boston College,West Virginia
750,78,37,1,13,11,2,0,11,,Purdue,Iowa
750,88,90,1,14,11,2,0,11,,Syracuse,Temple
750,54,114,1,15,11,2,0,11,,Minnesota,Wisconsin
750,68,30,1,16,11,2,0,11,,Notre Dame,Georgia
930,71,93,1,17,11,2,0,11,,Oklahoma,Texas A&M
930,48,103,1,18,11,2,0,11,,Memphis,Utah
930,11,94,1,19,11,2,0,11,,Baylor,Texas Tech
930,19,2,1,20,11,2,0,11,,Central Michigan,Akron
930,62,109,1,21,11,2,0,11,,North Carolina,Wake Forest
930,6,84,1,22,11,2,0,11,,Arkansas,South Carolina
930,105,82,1,23,11,2,0,11,,UTEP,San Jose State
930,36,35,1,24,11,2,0,11,,Indiana,Illinois
930,65,64,1,25,11,2,0,11,,UL Monroe,North Texas
930,80,143,1,26,11,2,0,11,,Rutgers,Troy
930,15,66,1,27,11,2,0,11,,Buffalo,Northern Illinois
930,43,83,1,28,11,2,0,11,,Louisiana Tech,SMU
930,9,73,1,29,11,2,0,11,,Auburn,Ole Miss
930,113,10,1,30,11,2,0,11,,Western Michigan,Ball State
930,1,8,1,31,11,2,0,11,,Air Force,Army
1080,101,81,1,32,11,2,0,11,,UNLV,San Diego State
1080,98,96,1,33,11,2,0,11,,UAB,Tulane
1080,55,3,1,34,11,2,0,11,,Mississippi State,Alabama
1080,61,104,1,35,11,2,0,11,,New Mexico State,Utah State
1080,22,56,1,36,11,2,0,11,,Colorado,Missouri
1080,7,86,1,37,11,2,0,11,,Arkansas State,UL Lafayette
1080,74,17,1,38,11,2,0,11,,Oregon,Cal
1080,25,144,1,39,11,2,0,11,,ECU,USF
1080,70,52,1,40,11,2,0,11,,Ohio State,Michigan State
1080,33,85,1,41,11,2,0,11,,Houston,Southern Miss
1080,34,53,1,42,11,2,0,11,,Idaho,Mid Tenn State
1200,39,58,1,43,11,2,0,11,,Kansas,Nebraska
1200,24,31,1,44,11,2,0,11,,Duke,Georgia Tech
1200,67,76,1,45,11,2,0,11,,Northwestern,Penn State
1200,38,40,1,46,11,2,0,11,,Iowa State,Kansas State
1200,79,97,1,47,11,2,0,11,,Rice,Tulsa
1200,77,108,1,48,11,2,0,11,,Pittsburgh,Virginia Tech
1200,4,110,1,49,11,2,0,11,,Arizona,Washington
930,50,46,1,50,11,6,0,11,,Miami University,Marshall
1080,47,107,1,0,12,0,0,12,,Maryland,Virginia
750,103,115,1,1,12,2,0,12,,Utah,Wyoming
750,72,39,1,2,12,2,0,12,,Oklahoma State,Kansas
750,56,93,1,3,12,2,0,12,,Missouri,Texas A&M
750,29,82,1,4,12,2,0,12,,Fresno State,San Jose State
750,75,87,1,5,12,2,0,12,,Oregon State,Stanford
750,30,9,1,6,12,2,0,12,,Georgia,Auburn
750,67,51,1,7,12,2,0,12,,Northwestern,Michigan
750,3,45,1,8,12,2,0,12,,Alabama,LSU
750,143,98,1,9,12,2,0,12,,Troy,UAB
750,26,10,1,10,12,2,0,12,,Eastern Michigan,Ball State
750,58,40,1,11,12,2,0,12,,Nebraska,Kansas State
750,49,88,1,12,12,2,0,12,,Miami,Syracuse
750,89,20,1,13,12,2,0,12,,TCU,Cincinnati
750,21,24,1,14,12,2,0,12,,Clemson,Duke
750,64,7,1,15,12,2,0,12,,North Texas,Arkansas State
750,8,33,1,16,12,2,0,12,,Army,Houston
750,92,94,1,17,12,2,0,12,,Texas,Texas Tech
750,99,74,1,18,12,2,0,12,,UCLA,Oregon
750,2,69,1,19,12,2,0,12,,Akron,Ohio
750,28,63,1,20,12,2,0,12,,Florida State,NC State
750,112,77,1,21,12,2,0,12,,West Virginia,Pittsburgh
930,106,42,1,22,12,2,0,12,,Vanderbilt,Kentucky
930,44,48,1,23,12,2,0,12,,Louisville,Memphis
930,114,52,1,24,12,2,0,12,,Wisconsin,Michigan State
930,37,54,1,25,12,2,0,12,,Iowa,Minnesota
930,38,22,1,26,12,2,0,12,,Iowa State,Colorado
930,97,43,1,27,12,2,0,12,,Tulsa,Louisiana Tech
930,4,102,1,28,12,2,0,12,,Arizona,USC
930,95,66,1,29,12,2,0,12,,Toledo,Northern Illinois
930,91,55,1,30,12,2,0,12,,Tennessee,Mississippi State
930,59,32,1,31,12,2,0,12,,Nevada,Hawaii
930,17,110,1,32,12,2,0,12,,Cal,Washington
930,60,1,1,33,12,2,0,12,,New Mexico,Air Force
1080,90,108,1,34,12,2,0,12,,Temple,Virginia Tech
1080,71,11,1,35,12,2,0,12,,Oklahoma,Baylor
1080,83,79,1,36,12,2,0,12,,SMU,Rice
1080,80,13,1,37,12,2,0,12,,Rutgers,Boston College
1080,53,86,1,38,12,2,0,12,,Mid Tenn State,UL Lafayette
1080,85,96,1,39,12,2,0,12,,Southern Miss,Tulane
1080,76,36,1,40,12,2,0,12,,Penn State,Indiana
1080,68,57,1,41,12,2,0,12,,Notre Dame,Navy
1080,70,78,1,42,12,2,0,12,,Ohio State,Purdue
1080,113,19,1,43,12,2,0,12,,Western Michigan,Central Michigan
1200,65,34,1,44,12,2,0,12,,UL Monroe,Idaho
